mittlere_position	herkunft	zeichen	in_prompts	satz
73.0	Vignetten (sceneLayerText)	87	1/26	In the midground, on the left side of the scene: pigeons pecking crumbs outside a cafe.
73.0	Vignetten (sceneLayerText)	92	1/26	In the midground, on the right side of the scene: a street musician gathering a small crowd.
73.0	Vignetten (sceneLayerText)	83	1/26	In the midground, on the right side of the scene: a dog tied to a lamppost waiting.
73.0	Vignetten (sceneLayerText)	117	1/26	In the midground, on the left side of the scene: a child hiding behind a way too small lamppost during a game of tag.
73.0	Vignetten (sceneLayerText)	80	1/26	In the midground, on the left side of the scene: ducks raiding a picnic blanket.
74.0	Vignetten (sceneLayerText)	92	1/26	In the background, on the left side of the scene: a goat eating laundry off the clothesline.
74.0	Vignetten (sceneLayerText)	115	1/26	In the background, on the left side of the scene: a sheep separated from the flock standing in the vegetable patch.
74.0	Vignetten (sceneLayerText)	93	1/26	In the foreground, on the right side of the scene: a goat eating laundry off the clothesline.
74.0	Vignetten (sceneLayerText)	106	1/26	In the background, on the right side of the scene: a wheelbarrow used as a race car with two kids pushing.
74.0	Vignetten (sceneLayerText)	116	1/26	In the background, on the right side of the scene: a crooked star ornament on the tree being carefully straightened.
74.0	Vignetten (sceneLayerText)	132	1/26	In the midground, on the right side of the scene: a family of eight squeezed around the dinner table, plates and glasses everywhere.
74.0	Vignetten (sceneLayerText)	127	1/26	In the midground, on the right side of the scene: grandpa dozing off in his armchair while presents get wrapped all around him.
74.0	densityInstruction	103	2/26	Outside it means the street, the paths and the surrounding ground, carrying on unbroken to the horizon.
74.0	Vignetten (sceneLayerText)	102	1/26	In the background, on the left side of the scene: someone buried in sand with only their head showing.
74.0	Vignetten (sceneLayerText)	99	1/26	In the foreground, on the right side of the scene: a gust of wind surprising someone mid-sunscreen.
74.0	Vignetten (sceneLayerText)	92	1/26	In the background, on the right side of the scene: a beach volleyball flying into the water.
74.0	Vignetten (sceneLayerText)	99	1/26	In the background, on the left side of the scene: a cable car gondola floating over people's heads.
74.0	Vignetten (sceneLayerText)	94	1/26	In the background, on the left side of the scene: two hikers sharing a packed lunch on a rock.
74.0	Vignetten (sceneLayerText)	102	1/26	In the foreground, on the right side of the scene: a child drawing with a finger in an old snow patch.
74.0	Vignetten (sceneLayerText)	99	1/26	In the background, on the right side of the scene: cows lying in the middle of the path not moving.
74.0	Vignetten (sceneLayerText)	102	1/26	In the background, on the left side of the scene: a flower stall being set up with buckets everywhere.
74.0	Vignetten (sceneLayerText)	90	1/26	In the background, on the left side of the scene: two kids racing each other up the steps.
74.0	Vignetten (sceneLayerText)	91	1/26	In the foreground, on the right side of the scene: two kids racing each other up the steps.
74.0	Vignetten (sceneLayerText)	86	1/26	In the background, on the right side of the scene: an ice cream van with a long queue.
74.0	Vignetten (sceneLayerText)	92	1/26	In the background, on the left side of the scene: a squirrel running along a row of benches.
74.0	Vignetten (sceneLayerText)	90	1/26	In the background, on the left side of the scene: three kids building a den from branches.
74.0	Vignetten (sceneLayerText)	74	1/26	In the foreground, on the right side of the scene: a kite stuck in a tree.
74.0	Vignetten (sceneLayerText)	90	1/26	In the background, on the right side of the scene: a child rolling a hoop across the lawn.
74.3	Vignetten (sceneLayerText)	109	3/26	In the midground, on the left side of the scene: two kids carrying one far too heavy bucket of feed together.
75.0	Vignetten (sceneLayerText)	102	1/26	In the midground, on the right side of the scene: someone tying straw bales with a far too short rope.
75.0	Vignetten (sceneLayerText)	77	1/26	In the midground, on the left side of the scene: a cow licking a kid's cheek.
75.0	Vignetten (sceneLayerText)	113	1/26	In the midground, on the left side of the scene: a cat vanishing into a pile of wrapping paper, making it rustle.
75.0	Vignetten (sceneLayerText)	91	1/26	In the midground, on the left side of the scene: two kids pulling on the same gift ribbons.
75.0	Vignetten (sceneLayerText)	145	1/26	In the background, on the right side of the scene: a knot of about nine relatives crowded into the hallway, coats half off, all arriving at once.
75.0	densityInstruction	292	2/26	Keep the two apart — indoor floors indoors, outdoor ground outdoors — but leave neither of them empty of people: some alone, many in twos and threes, and in places whole clusters of them, each doing their own tiny activity or little visual joke — true busy seek-and-find picture-book density.
75.0	Vignetten (sceneLayerText)	88	2/26	In the background, on the left side of the scene: a kite tangled up in a beach umbrella.
75.0	Vignetten (sceneLayerText)	99	1/26	In the midground, on the right side of the scene: a boy practising cartwheels in the shallow water.
75.0	Vignetten (sceneLayerText)	90	1/26	In the midground, on the left side of the scene: a beach umbrella collapsing onto a towel.
75.0	Vignetten (sceneLayerText)	94	1/26	In the midground, on the right side of the scene: someone hanging wet socks on their backpack.
75.0	Vignetten (sceneLayerText)	79	1/26	In the midground, on the right side of the scene: an eagle circling high above.
75.0	Vignetten (sceneLayerText)	98	1/26	In the midground, on the left side of the scene: a cable car gondola floating over people's heads.
75.0	Vignetten (sceneLayerText)	101	1/26	In the midground, on the left side of the scene: someone slipping on scree and being held by the arm.
75.0	Vignetten (sceneLayerText)	99	1/26	In the midground, on the right side of the scene: someone holding a shop door for an entire family.
75.0	Vignetten (sceneLayerText)	102	1/26	In the midground, on the right side of the scene: a flower stall being set up with buckets everywhere.
75.0	Vignetten (sceneLayerText)	98	1/26	In the midground, on the left side of the scene: someone holding a shop door for an entire family.
75.0	Vignetten (sceneLayerText)	95	1/26	In the midground, on the right side of the scene: someone crashing a scooter into a park bench.
75.0	Vignetten (sceneLayerText)	110	1/26	In the midground, on the right side of the scene: a balloon escaping a child's hand and floating into the sky.
75.0	Vignetten (sceneLayerText)	90	1/26	In the midground, on the left side of the scene: someone feeding sparrows from their hand.
75.0	Vignetten (sceneLayerText)	97	1/26	In the midground, on the left side of the scene: a child chalking a hopscotch grid onto the path.
75.3	Vignetten (sceneLayerText)	119	3/26	In the background, on the right side of the scene: a row of nine children sitting on the stairs watching the grown-ups.
75.3	Vignetten (sceneLayerText)	112	3/26	In the background, on the right side of the scene: a cow with a bell standing in the middle of the hiking trail.
76.0	Vignetten (sceneLayerText)	115	2/26	In the midground, on the right side of the scene: a sheep separated from the flock standing in the vegetable patch.
76.0	Vignetten (sceneLayerText)	112	1/26	In the foreground, on the right side of the scene: a calf licking a rubber boot that is still on someone's foot.
76.0	Vignetten (sceneLayerText)	100	1/26	In the background, on the right side of the scene: a piglet hiding inside a way too big rubber boot.
76.0	Vignetten (sceneLayerText)	106	2/26	In the background, on the left side of the scene: a child with cotton wool as a snowy beard on their face.
76.0	Vignetten (sceneLayerText)	95	1/26	In the background, on the left side of the scene: a child counting the presents under the tree.
76.0	Vignetten (sceneLayerText)	114	1/26	In the background, on the left side of the scene: a cat vanishing into a pile of wrapping paper, making it rustle.
76.0	Vignetten (sceneLayerText)	101	1/26	In the midground, on the left side of the scene: someone carrying a stack of plates into the parlour.
76.0	Vignetten (sceneLayerText)	105	1/26	In the midground, on the left side of the scene: a boot placed outside the door with the dog sniffing it.
76.0	Vignetten (sceneLayerText)	93	1/26	In the foreground, on the right side of the scene: a child carrying a tower of three buckets.
76.0	Vignetten (sceneLayerText)	104	1/26	In the background, on the right side of the scene: someone dozing off almost getting caught by the tide.
76.0	Vignetten (sceneLayerText)	99	1/26	In the foreground, on the right side of the scene: cows lying in the middle of the path not moving.
76.0	Vignetten (sceneLayerText)	107	1/26	In the background, on the left side of the scene: a mountain hut besieged by hikers with every bench taken.
76.0	Vignetten (sceneLayerText)	97	1/26	In the foreground, on the right side of the scene: a market woman stacking melons into a pyramid.
76.0	Vignetten (sceneLayerText)	83	1/26	In the background, on the right side of the scene: a pram being lifted over a kerb.
76.0	Vignetten (sceneLayerText)	105	1/26	In the background, on the left side of the scene: two workmen carrying a pane of glass across the square.
76.0	Vignetten (sceneLayerText)	92	1/26	In the background, on the left side of the scene: a dog pulling its owner across the street.
76.0	Vignetten (sceneLayerText)	88	2/26	In the midground, on the left side of the scene: a child rolling a hoop across the lawn.
76.0	Vignetten (sceneLayerText)	92	1/26	In the foreground, on the right side of the scene: someone feeding sparrows from their hand.
76.0	Vignetten (sceneLayerText)	117	2/26	In the midground, on the right side of the scene: someone sliding down the slide way too fast and flying off the end.
76.0	Vignetten (sceneLayerText)	87	1/26	In the background, on the right side of the scene: a kite held by two children at once.
76.0	Vignetten (sceneLayerText)	86	2/26	In the background, on the left side of the scene: someone towing a child on a scooter.
76.0	Vignetten (sceneLayerText)	118	1/26	In the background, on the left side of the scene: a child hiding behind a way too small lamppost during a game of tag.
76.0	Vignetten (sceneLayerText)	101	1/26	In the background, on the left side of the scene: a dog carrying a far too big stick across the path.
76.5	Vignetten (sceneLayerText)	111	2/26	In the midground, on the left side of the scene: cookies being baked, powdered sugar dusting everything nearby.
77.0	Vignetten (sceneLayerText)	89	1/26	In the midground, on the left side of the scene: chickens pecking at someone's shoelaces.
77.0	Vignetten (sceneLayerText)	99	1/26	In the midground, on the right side of the scene: a piglet hiding inside a way too big rubber boot.
77.0	Vignetten (sceneLayerText)	92	1/26	In the midground, on the right side of the scene: two kids pulling on the same gift ribbons.
77.0	Vignetten (sceneLayerText)	100	1/26	In the background, on the left side of the scene: someone carrying firewood in with one log falling.
77.0	Vignetten (sceneLayerText)	86	1/26	In the midground, on the left side of the scene: a wave catching a row of sandcastles.
77.0	Vignetten (sceneLayerText)	87	1/26	In the midground, on the left side of the scene: someone wringing out a dripping towel.
77.0	Vignetten (sceneLayerText)	108	2/26	In the background, on the right side of the scene: a rubber dinghy drifting near the shore with a dog in it.
77.0	Vignetten (sceneLayerText)	92	1/26	In the midground, on the left side of the scene: a tent being pitched with one pole missing.
77.0	Vignetten (sceneLayerText)	96	1/26	In the midground, on the right side of the scene: two hiking poles left standing against a tree.
77.0	Vignetten (sceneLayerText)	96	1/26	In the midground, on the left side of the scene: a child counting coins for the ice cream stand.
77.0	Vignetten (sceneLayerText)	104	1/26	In the midground, on the left side of the scene: a busker tuning a guitar with a dog waiting beside him.
77.0	Vignetten (sceneLayerText)	104	1/26	In the midground, on the right side of the scene: someone watering flower boxes at a first-floor window.
77.0	Vignetten (sceneLayerText)	85	1/26	In the midground, on the left side of the scene: a kite held by two children at once.
77.0	Vignetten (sceneLayerText)	112	1/26	In the midground, on the left side of the scene: someone reading on a bench not noticing the pigeon beside them.
77.0	Vignetten (sceneLayerText)	90	1/26	In the midground, on the right side of the scene: three kids building a den from branches.
77.0	Vignetten (sceneLayerText)	113	1/26	In the midground, on the right side of the scene: the sandbox turned into a building site with three toy diggers.
78.0	Vignetten (sceneLayerText)	99	1/26	In the background, on the left side of the scene: a dog herding three ducks in the wrong direction.
78.0	Vignetten (sceneLayerText)	111	2/26	In the background, on the left side of the scene: someone balancing on the pasture fence with arms spread wide.
78.0	Vignetten (sceneLayerText)	106	1/26	In the background, on the right side of the scene: a rooster crowing way too early and waking everyone up.
78.0	Vignetten (sceneLayerText)	102	1/26	In the foreground, on the right side of the scene: two goats standing on the roof of the chicken coop.
78.0	Vignetten (sceneLayerText)	115	1/26	In the foreground, on the right side of the scene: two kids waiting on the stairs and looking through the banister.
78.0	Vignetten (sceneLayerText)	123	1/26	In the background, on the right side of the scene: someone hastily building a lopsided snowman outside before it gets dark.
78.0	Vignetten (sceneLayerText)	98	1/26	In the midground, on the right side of the scene: a snowball fight raging just outside the window.
78.0	Vignetten (sceneLayerText)	94	1/26	In the midground, on the right side of the scene: a roll of ribbon unspooling across the room.
78.0	Vignetten (sceneLayerText)	144	1/26	In the background, on the left side of the scene: a knot of about nine relatives crowded into the hallway, coats half off, all arriving at once.
78.0	Vignetten (sceneLayerText)	96	1/26	In the background, on the left side of the scene: a child pulling a handcart full of beach gear.
78.0	Vignetten (sceneLayerText)	107	2/26	In the midground, on the right side of the scene: a rubber dinghy drifting near the shore with a dog in it.
78.0	Vignetten (sceneLayerText)	104	2/26	In the midground, on the right side of the scene: an air mattress being pumped up with the plug missing.
78.0	Vignetten (sceneLayerText)	104	1/26	In the background, on the left side of the scene: an air mattress being pumped up with the plug missing.
78.0	Vignetten (sceneLayerText)	99	1/26	In the background, on the right side of the scene: kids digging a tunnel and meeting in the middle.
78.0	Vignetten (sceneLayerText)	101	1/26	In the foreground, on the right side of the scene: a child knee-deep in the water pointing at a fish.
78.0	Vignetten (sceneLayerText)	104	2/26	In the midground, on the right side of the scene: a child collecting coloured stones in a jacket pocket.
78.0	Vignetten (sceneLayerText)	97	1/26	In the background, on the left side of the scene: kids building a small stone cairn by the trail.
78.0	Vignetten (sceneLayerText)	95	2/26	In the midground, on the left side of the scene: two hiking poles left standing against a tree.
78.0	Vignetten (sceneLayerText)	98	1/26	In the background, on the right side of the scene: kids building a small stone cairn by the trail.
78.0	Vignetten (sceneLayerText)	86	1/26	In the foreground, on the right side of the scene: a dog fetching a way too big stick.
78.0	Vignetten (sceneLayerText)	101	2/26	In the midground, on the right side of the scene: someone chasing after the bus and just catching it.
78.0	Vignetten (sceneLayerText)	100	1/26	In the background, on the left side of the scene: a bike courier balancing a huge stack of packages.
78.0	Vignetten (sceneLayerText)	99	1/26	In the background, on the left side of the scene: a child pulling an adult towards a bakery window.
78.0	Vignetten (sceneLayerText)	105	1/26	In the background, on the right side of the scene: a child on someone's shoulders looking over the crowd.
78.0	Vignetten (sceneLayerText)	118	1/26	In the foreground, on the right side of the scene: a street performer standing so still everyone thinks he's a statue.
78.0	Vignetten (sceneLayerText)	102	1/26	In the background, on the left side of the scene: someone blowing soap bubbles with kids chasing them.
78.0	Vignetten (sceneLayerText)	96	1/26	In the background, on the left side of the scene: two kids swinging standing up and ever higher.
78.0	Vignetten (sceneLayerText)	118	1/26	In the foreground, on the right side of the scene: someone sliding down the slide way too fast and flying off the end.
78.5	Vignetten (sceneLayerText)	95	2/26	In the background, on the left side of the scene: a lantern being built from snowballs outside.
78.5	Vignetten (sceneLayerText)	117	2/26	In the background, on the right side of the scene: a dog snatching a string of sausage-shaped ornaments off the tree.
78.7	Vignetten (sceneLayerText)	98	3/26	In the background, on the left side of the scene: a family having a picnic overlooking the valley.
79.0	Vignetten (sceneLayerText)	91	1/26	In the midground, on the right side of the scene: a stork landing on the farmhouse chimney.
79.0	Vignetten (sceneLayerText)	92	1/26	In the midground, on the right side of the scene: a goat eating laundry off the clothesline.
79.0	Vignetten (sceneLayerText)	99	1/26	In the midground, on the left side of the scene: a child picking cherries with already red fingers.
79.0	Vignetten (sceneLayerText)	100	2/26	In the background, on the left side of the scene: hot cocoa boiling over and dripping off the table.
79.0	Vignetten (sceneLayerText)	87	1/26	In the foreground, on the right side of the scene: a sledge ride ending in a snowdrift.
79.0	Vignetten (sceneLayerText)	87	1/26	In the background, on the right side of the scene: a sledge ride ending in a snowdrift.
79.0	Vignetten (sceneLayerText)	114	1/26	In the midground, on the right side of the scene: a cat vanishing into a pile of wrapping paper, making it rustle.
79.0	Vignetten (sceneLayerText)	90	1/26	In the midground, on the right side of the scene: a crab pinching someone's toe, everyone.
79.0	Vignetten (sceneLayerText)	102	1/26	In the midground, on the left side of the scene: someone dozing off almost getting caught by the tide.
79.0	Vignetten (sceneLayerText)	94	1/26	In the midground, on the right side of the scene: two hikers sharing a packed lunch on a rock.
79.0	Vignetten (sceneLayerText)	97	1/26	In the midground, on the left side of the scene: a family having a picnic overlooking the valley.
79.0	Vignetten (sceneLayerText)	82	1/26	In the midground, on the right side of the scene: a market vendor juggling apples.
79.0	Vignetten (sceneLayerText)	95	1/26	In the midground, on the right side of the scene: a waiter balancing a tray between the tables.
79.0	Vignetten (sceneLayerText)	97	2/26	In the midground, on the left side of the scene: a parcel falling from a stack on a delivery van.
79.0	Vignetten (sceneLayerText)	82	2/26	In the midground, on the right side of the scene: a pram being lifted over a kerb.
79.0	Vignetten (sceneLayerText)	98	1/26	In the midground, on the left side of the scene: a child pulling an adult towards a bakery window.
79.0	Vignetten (sceneLayerText)	107	1/26	In the midground, on the left side of the scene: a bag of oranges spilling and rolling across the sidewalk.
79.0	Vignetten (sceneLayerText)	97	1/26	In the midground, on the right side of the scene: a child wedged in the climbing net being freed.
79.0	Vignetten (sceneLayerText)	112	1/26	In the midground, on the left side of the scene: an ice cream falling from a kid's hand right in front of a dog.
79.0	Vignetten (sceneLayerText)	72	1/26	In the midground, on the left side of the scene: a kite stuck in a tree.
79.5	Vignetten (sceneLayerText)	106	2/26	In the midground, on the right side of the scene: a child standing on a chair to reach the topmost bauble.
80.0	Vignetten (sceneLayerText)	98	2/26	In the midground, on the left side of the scene: a child bottle-feeding a lamb and getting nudged.
80.0	Vignetten (sceneLayerText)	101	1/26	In the background, on the right side of the scene: a child picking cherries with already red fingers.
80.0	Vignetten (sceneLayerText)	101	1/26	In the foreground, on the right side of the scene: a child picking cherries with already red fingers.
80.0	Vignetten (sceneLayerText)	76	1/26	In the background, on the left side of the scene: kids hiding in a haystack.
80.0	Vignetten (sceneLayerText)	105	1/26	In the midground, on the left side of the scene: a child standing on a chair to reach the topmost bauble.
80.0	Vignetten (sceneLayerText)	107	1/26	In the midground, on the right side of the scene: a choir of about ten people singing together by the door.
80.0	Vignetten (sceneLayerText)	88	1/26	In the foreground, on the right side of the scene: a wave catching a row of sandcastles.
80.0	Vignetten (sceneLayerText)	91	2/26	In the midground, on the left side of the scene: a seagull stealing someone's bag of fries.
80.0	Vignetten (sceneLayerText)	104	1/26	In the background, on the left side of the scene: someone digging a pit and almost disappearing into it.
80.0	Vignetten (sceneLayerText)	92	1/26	In the background, on the left side of the scene: a seagull stealing someone's bag of fries.
80.0	Vignetten (sceneLayerText)	86	2/26	In the midground, on the right side of the scene: someone sliding down a grassy slope.
80.0	Vignetten (sceneLayerText)	104	1/26	In the foreground, on the right side of the scene: a backpack opened with half its contents falling out.
80.0	Vignetten (sceneLayerText)	96	1/26	In the background, on the left side of the scene: a marmot whistling loudly, startling everyone.
80.0	Vignetten (sceneLayerText)	109	2/26	In the background, on the right side of the scene: a bag of oranges spilling and rolling across the sidewalk.
80.0	Vignetten (sceneLayerText)	106	1/26	In the background, on the right side of the scene: a busker tuning a guitar with a dog waiting beside him.
80.0	Vignetten (sceneLayerText)	100	1/26	In the foreground, on the right side of the scene: someone holding a shop door for an entire family.
80.0	Vignetten (sceneLayerText)	97	1/26	In the background, on the left side of the scene: a child counting coins for the ice cream stand.
80.0	Vignetten (sceneLayerText)	114	1/26	In the background, on the right side of the scene: an ice cream falling from a kid's hand right in front of a dog.
80.0	Vignetten (sceneLayerText)	90	1/26	In the foreground, on the right side of the scene: a child rolling a hoop across the lawn.
80.0	Vignetten (sceneLayerText)	99	2/26	In the midground, on the right side of the scene: a dog stealing a sausage from someone's barbecue.
80.0	Vignetten (sceneLayerText)	82	2/26	In the background, on the right side of the scene: ducks raiding a picnic blanket.
80.0	Vignetten (sceneLayerText)	95	1/26	In the background, on the left side of the scene: two kids swapping collector cards on a bench.
81.0	Vignetten (sceneLayerText)	98	1/26	In the midground, on the right side of the scene: a wheelbarrow full of apples tipping on a slope.
81.0	Vignetten (sceneLayerText)	97	1/26	In the midground, on the right side of the scene: a child in a veiled hat peering into a beehive.
81.0	Vignetten (sceneLayerText)	106	2/26	In the midground, on the right side of the scene: a boot placed outside the door with the dog sniffing it.
81.0	Vignetten (sceneLayerText)	102	1/26	In the background, on the left side of the scene: someone carrying a stack of plates into the parlour.
81.0	Vignetten (sceneLayerText)	97	1/26	In the midground, on the left side of the scene: a gust of wind surprising someone mid-sunscreen.
81.0	Vignetten (sceneLayerText)	96	2/26	In the midground, on the right side of the scene: a child pulling a handcart full of beach gear.
81.0	Vignetten (sceneLayerText)	91	1/26	In the midground, on the right side of the scene: a beach umbrella collapsing onto a towel.
81.0	Vignetten (sceneLayerText)	87	1/26	In the midground, on the right side of the scene: a wave catching a row of sandcastles.
81.0	Vignetten (sceneLayerText)	95	1/26	In the midground, on the left side of the scene: a marmot whistling loudly, startling everyone.
81.0	Vignetten (sceneLayerText)	96	1/26	In the midground, on the left side of the scene: kids building a small stone cairn by the trail.
81.0	Vignetten (sceneLayerText)	96	1/26	In the midground, on the right side of the scene: a hiking group trudging uphill in single file.
81.0	Vignetten (sceneLayerText)	103	1/26	In the midground, on the left side of the scene: someone watering flower boxes at a first-floor window.
81.0	Vignetten (sceneLayerText)	82	2/26	In the background, on the left side of the scene: a market vendor juggling apples.
81.0	Vignetten (sceneLayerText)	94	1/26	In the midground, on the right side of the scene: a fish being wrapped in paper at the market.
81.0	Vignetten (sceneLayerText)	98	1/26	In the midground, on the left side of the scene: a dog stealing a sausage from someone's barbecue.
81.0	Vignetten (sceneLayerText)	96	2/26	In the midground, on the right side of the scene: two kids swinging standing up and ever higher.
81.7	Vignetten (sceneLayerText)	116	3/26	In the midground, on the left side of the scene: someone climbing a ladder to the hayloft while another waits below.
82.0	Vignetten (sceneLayerText)	99	1/26	In the background, on the left side of the scene: a child bottle-feeding a lamb and getting nudged.
82.0	Vignetten (sceneLayerText)	115	2/26	In the background, on the right side of the scene: a child sitting on the tractor seat gripping the steering wheel.
82.0	Vignetten (sceneLayerText)	107	1/26	In the foreground, on the right side of the scene: a child standing on a chair to reach the topmost bauble.
82.0	Vignetten (sceneLayerText)	109	1/26	In the midground, on the right side of the scene: the tree stand wobbling with two people steadying the tree.
82.0	Vignetten (sceneLayerText)	116	1/26	In the midground, on the right side of the scene: a dog snatching a string of sausage-shaped ornaments off the tree.
82.0	Vignetten (sceneLayerText)	103	2/26	In the background, on the left side of the scene: the roast pulled from the oven with steam everywhere.
82.0	Vignetten (sceneLayerText)	106	1/26	In the background, on the left side of the scene: a boot placed outside the door with the dog sniffing it.
82.0	Vignetten (sceneLayerText)	91	1/26	In the background, on the left side of the scene: a candle being lit with everyone looking.
82.0	Vignetten (sceneLayerText)	90	1/26	In the background, on the left side of the scene: a crab pinching someone's toe, everyone.
82.0	Vignetten (sceneLayerText)	98	1/26	In the background, on the left side of the scene: a gust of wind surprising someone mid-sunscreen.
82.0	Vignetten (sceneLayerText)	100	1/26	In the background, on the right side of the scene: someone hauling a huge air mattress to the water.
82.0	Vignetten (sceneLayerText)	87	1/26	In the background, on the left side of the scene: a hiker totally lost, studying a map.
82.0	Vignetten (sceneLayerText)	109	2/26	In the midground, on the right side of the scene: someone holding the map upside down while another turns it.
82.0	Vignetten (sceneLayerText)	106	2/26	In the background, on the left side of the scene: a child being carried the last few metres to the summit.
82.0	Vignetten (sceneLayerText)	117	1/26	In the background, on the right side of the scene: someone relacing their hiking boots with the backpack beside them.
82.0	Vignetten (sceneLayerText)	104	1/26	In the background, on the right side of the scene: a child frozen in place staring at a toy shop window.
82.0	Vignetten (sceneLayerText)	114	1/26	In the background, on the left side of the scene: a ball landing in the flower bed with a child climbing after it.
82.5	Vignetten (sceneLayerText)	94	2/26	In the midground, on the left side of the scene: a lantern being built from snowballs outside.
82.5	Vignetten (sceneLayerText)	110	2/26	In the midground, on the left side of the scene: a kid secretly peeking under the wrapping paper of a present.
83.0	Vignetten (sceneLayerText)	114	1/26	In the midground, on the right side of the scene: a child sitting on the tractor seat gripping the steering wheel.
83.0	Vignetten (sceneLayerText)	76	1/26	In the midground, on the right side of the scene: kids hiding in a haystack.
83.0	Vignetten (sceneLayerText)	101	1/26	In the midground, on the left side of the scene: someone tying straw bales with a far too short rope.
83.0	Vignetten (sceneLayerText)	85	2/26	In the midground, on the left side of the scene: a sledge ride ending in a snowdrift.
83.0	Vignetten (sceneLayerText)	93	2/26	In the midground, on the left side of the scene: a roll of ribbon unspooling across the room.
83.0	Vignetten (sceneLayerText)	102	1/26	In the foreground, on the right side of the scene: the dog lying on the wrapping paper under the tree.
83.0	Vignetten (sceneLayerText)	97	1/26	In the midground, on the right side of the scene: a string of fairy lights hopelessly tangled up.
83.0	Vignetten (sceneLayerText)	107	2/26	In the midground, on the left side of the scene: two kids collecting shells in a bucket and comparing them.
83.0	Vignetten (sceneLayerText)	88	1/26	In the midground, on the right side of the scene: a kite tangled up in a beach umbrella.
83.0	Vignetten (sceneLayerText)	95	2/26	In the midground, on the left side of the scene: two seagulls squabbling over a piece of bread.
83.0	Vignetten (sceneLayerText)	99	1/26	In the midground, on the left side of the scene: a pedal boat being launched with everyone pushing.
83.0	Vignetten (sceneLayerText)	91	1/26	In the midground, on the left side of the scene: a child carrying a tower of three buckets.
83.0	Vignetten (sceneLayerText)	82	1/26	In the midground, on the right side of the scene: a goat blocking the narrow path.
83.0	Vignetten (sceneLayerText)	106	1/26	In the midground, on the right side of the scene: a child being carried the last few metres to the summit.
83.0	Vignetten (sceneLayerText)	81	1/26	In the midground, on the left side of the scene: a goat blocking the narrow path.
83.0	Vignetten (sceneLayerText)	86	1/26	In the midground, on the left side of the scene: a hiker totally lost, studying a map.
83.0	Vignetten (sceneLayerText)	93	2/26	In the background, on the left side of the scene: someone pushing a bicycle with a flat tyre.
83.0	Vignetten (sceneLayerText)	104	1/26	In the midground, on the right side of the scene: someone carrying a stack of crates with no view ahead.
83.0	Vignetten (sceneLayerText)	114	2/26	In the background, on the right side of the scene: a street sweeper gathering leaves that the wind scatters again.
83.0	Vignetten (sceneLayerText)	97	1/26	In the midground, on the right side of the scene: a child counting coins for the ice cream stand.
83.0	Vignetten (sceneLayerText)	95	1/26	In the midground, on the left side of the scene: a market woman stacking melons into a pyramid.
83.0	Vignetten (sceneLayerText)	91	2/26	In the background, on the left side of the scene: someone feeding sparrows from their hand.
83.0	Vignetten (sceneLayerText)	92	1/26	In the midground, on the right side of the scene: a squirrel running along a row of benches.
83.0	Vignetten (sceneLayerText)	97	1/26	In the midground, on the left side of the scene: a child pushing a doll's pram across the gravel.
83.5	Vignetten (sceneLayerText)	90	2/26	In the background, on the left side of the scene: someone sticking a star onto the window.
84.0	Vignetten (sceneLayerText)	77	2/26	In the background, on the left side of the scene: a tractor stuck in the mud.
84.0	Vignetten (sceneLayerText)	93	1/26	In the background, on the right side of the scene: a bucket of milk tipping over in the barn.
84.0	Vignetten (sceneLayerText)	106	1/26	In the background, on the right side of the scene: a pig that escaped its pen running across the farmyard.
84.0	Vignetten (sceneLayerText)	111	1/26	In the background, on the left side of the scene: a calf licking a rubber boot that is still on someone's foot.
84.0	Vignetten (sceneLayerText)	89	2/26	In the midground, on the left side of the scene: someone sticking a star onto the window.
84.0	Vignetten (sceneLayerText)	112	1/26	In the background, on the left side of the scene: cookies being baked, powdered sugar dusting everything nearby.
84.0	Vignetten (sceneLayerText)	95	2/26	In the midground, on the right side of the scene: an advent calendar door opened way too early.
84.0	Vignetten (sceneLayerText)	102	1/26	In the midground, on the left side of the scene: the roast pulled from the oven with steam everywhere.
84.0	Vignetten (sceneLayerText)	116	1/26	In the midground, on the left side of the scene: two kids decorating only the bottom of the tree, the top left bare.
84.0	Vignetten (sceneLayerText)	113	1/26	In the foreground, on the right side of the scene: cookies being baked, powdered sugar dusting everything nearby.
84.0	Vignetten (sceneLayerText)	107	1/26	In the background, on the right side of the scene: a child with cotton wool as a snowy beard on their face.
84.0	Vignetten (sceneLayerText)	101	2/26	In the background, on the right side of the scene: a pedal boat being launched with everyone pushing.
84.0	Vignetten (sceneLayerText)	101	1/26	In the background, on the right side of the scene: a child knee-deep in the water pointing at a fish.
84.0	Vignetten (sceneLayerText)	103	2/26	In the background, on the right side of the scene: someone buried in sand with only their head showing.
84.0	Vignetten (sceneLayerText)	106	1/26	In the background, on the left side of the scene: an ice cream seller surrounded by a cluster of children.
84.0	Vignetten (sceneLayerText)	95	1/26	In the background, on the right side of the scene: someone hanging wet socks on their backpack.
84.0	Vignetten (sceneLayerText)	94	1/26	In the background, on the right side of the scene: someone pushing a bicycle with a flat tyre.
84.0	Vignetten (sceneLayerText)	113	2/26	In the midground, on the right side of the scene: someone reading on a bench not noticing the pigeon beside them.
84.0	Vignetten (sceneLayerText)	96	1/26	In the background, on the right side of the scene: two kids swapping collector cards on a bench.
